Dealer ID,Dealer Name,Dealer Number,Dealer Comment,Dealer Address,Dealer City,Dealer State,dealer Iframe Map,Zip Code,Detail URL,Image From URL,Local Image URL,Title,Year,Make,Model,Vin,Price,Miles,Type,Model No,Trim,Stock,Engine Details,Transmission,Body Description,Fuel,Drive Info,MPG City,MPG Highway,Exterior Color,Star,Created Date,Batch No,Dealer Link,Monthly Pay,In Market,MPG,Interior Color,Drivetrain,Status,Dealer Inventory Count
CG-241000,"Strait Motor Cars, Inc.",N/A,Bluetooth · Backup Camera · & more,"4125 Richmond Avenue
Houston, TX 77027
http://www.straitmotorcars.com
Sales: (713) 572-7227",Houston,TX,,77027,https://www.cargurus.com/Cars/m-Strait-Motor-Cars-Inc-sp287422#listing=398435041/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/05/14/50/2023_ford_bronco-pic-2988753841422156646-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2023_Ford_Bronco_Advanced_4_Door_4WD_1FMEE5DP3PLB38678_3PLB38678.jpg,2023 Ford Bronco Advanced 4-Door 4WD,2023,Ford,Bronco,1FMEE5DP3PLB38678,54995,8422 mi,Used,,Advanced 4-Door 4WD,3PLB38678,315 hp 2.7L V6,Automatic,SUV / Crossover,Gasoline,,,,Green,,2024-11-16 19:59:33,1,https://www.cargurus.com/Cars/m-Strait-Motor-Cars-Inc-sp287422#listing=398435041/NONE/DEFAULT,0,,20 MPG,Black,Four-Wheel Drive,High Priced,4,N/A
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=376824923/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/05/21/22/35/2013_mazda_cx-5-pic-876973031362974304-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2013_Mazda_CX_5_Touring_AWD_JM3KE4CE6D0160101_10166.jpg,2013 Mazda CX-5 Touring AWD,2013,Mazda,CX-5,JM3KE4CE6D0160101,11495,99642 mi,Used,,Touring AWD,10166,155 hp 2L I4,Automatic,SUV / Crossover,Gasoline,,,,Black,,2024-11-16 20:01:00,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=376824923/NONE/DEFAULT,0,,28 MPG,White,All-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=390630735/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/07/13/20/17/2013_cadillac_srx-pic-4287981456482530214-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2013_Cadillac_SRX_Luxury_FWD_3GYFNCE3XDS554185_10181.jpg,2013 Cadillac SRX Luxury FWD,2013,Cadillac,SRX,3GYFNCE3XDS554185,8995,106972 mi,Used,,Luxury FWD,10181,308 hp 3.6L V6 Flex Fuel Vehicle,Automatic,SUV / Crossover,Flex Fuel Vehicle,,,,Black,,2024-11-16 20:01:16,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=390630735/NONE/DEFAULT,0,,20 MPG,Black,Front-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=390103757/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/07/06/16/20/2019_bmw_6_series_gran_turismo-pic-5419131852942140559-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2019_BMW_6_Series_Gran_Turismo_640i_xDrive_AWD_WBAJV6C59KBK08253_10177.jpg,2019 BMW 6 Series Gran Turismo 640i xDrive AWD,2019,BMW,6 Series Gran Turismo,WBAJV6C59KBK08253,22995,64284 mi,Used,,640i xDrive AWD,10177,335 hp 3L I6,Automatic,Wagon,Gasoline,,,,Brown,,2024-11-16 20:01:32,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=390103757/NONE/DEFAULT,0,,24 MPG,White,All-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=396914431/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/09/24/18/52/2015_mercedes-benz_e-class-pic-7167139724477199414-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2015_Mercedes_Benz_E_Class_E_350_Sedan_RWD_WDDHF5KB8FB110620_10201.jpg,2015 Mercedes-Benz E-Class E 350 Sedan RWD,2015,Mercedes-Benz,E-Class,WDDHF5KB8FB110620,11995,109958 mi,Used,,E 350 Sedan RWD,10201,302 hp 3.5L V6,Automatic,Sedan,Gasoline,,,,Black,,2024-11-16 20:01:49,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=396914431/NONE/DEFAULT,0,,24 MPG,Black,Rear-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Steel Wheels · Bluetooth · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=368086619/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/07/30/02/37/2021_nissan_altima-pic-6317771758160501448-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2021_Nissan_Altima_2.5_S_FWD_1N4BL4BV7MN358680_10186.jpg,2021 Nissan Altima 2.5 S FWD,2021,Nissan,Altima,1N4BL4BV7MN358680,14995,82602 mi,Used,,2.5 S FWD,10186,182 hp 2.5L I4,Continuously Variable Transmission,Sedan,Gasoline,,,,Black,,2024-11-16 20:02:04,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=368086619/NONE/DEFAULT,0,,33 MPG,Black,Front-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Navigation System · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=396201206/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/09/30/18/54/2020_bmw_3_series-pic-2785017726211096404-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2020_BMW_3_Series_330i_Sedan_RWD_WBA5R1C07LFH41664_10203.jpg,2020 BMW 3 Series 330i Sedan RWD,2020,BMW,3 Series,WBA5R1C07LFH41664,21995,62060 mi,Used,,330i Sedan RWD,10203,255 hp 2L I4,Automatic,Sedan,Gasoline,,,,Silver,,2024-11-16 20:02:20,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=396201206/NONE/DEFAULT,0,,31 MPG,Black,Rear-Wheel Drive,Fair Deal,23,N/A
CG-241000,Auto Drive,8325585897,Navigation System · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=397673898/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/28/16/42/2016_gmc_yukon_xl-pic-4911638482582723807-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_GMC_Yukon_XL_SLE_RWD_1GKS1FKC5GR381869_10210.jpg,2016 GMC Yukon XL SLE RWD,2016,GMC,Yukon XL,1GKS1FKC5GR381869,18495,133651 mi,Used,,SLE RWD,10210,355 hp 5.3L V8 Flex Fuel Vehicle,Automatic,SUV / Crossover,Flex Fuel Vehicle,,,,Gray,,2024-11-16 20:02:35,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=397673898/NONE/DEFAULT,0,,19 MPG,Brown (BEIGE),4X2,Fair Deal,23,N/A
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Light Package · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=392187820/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/08/13/20/51/2017_bmw_5_series-pic-264528522992967828-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_BMW_5_Series_530i_Sedan_RWD_WBAJA5C34HG896548_10191.jpg,2017 BMW 5 Series 530i Sedan RWD,2017,BMW,5 Series,WBAJA5C34HG896548,16495,77574 mi,Used,,530i Sedan RWD,10191,248 hp 2L I4,Automatic,Sedan,Gasoline,,,,Blue,,2024-11-16 20:02:49,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=392187820/NONE/DEFAULT,0,,29 MPG,Brown (TAN),Rear-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400566374/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/07/16/31/2014_mercedes-benz_gl-class-pic-2715022269463842241-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2014_Mercedes_Benz_GL_Class_GL_450_4MATIC_4JGDF7CE8EA285866_10214.jpg,2014 Mercedes-Benz GL-Class GL 450 4MATIC,2014,Mercedes-Benz,GL-Class,4JGDF7CE8EA285866,12495,119379 mi,Used,,GL 450 4MATIC,10214,362 hp 4.7L V8,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:03:05,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400566374/NONE/DEFAULT,0,,16 MPG,Brown (BEIGE),All-Wheel Drive,Fair Deal,23,New arrival
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400456271/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/06/00/35/2012_mercedes-benz_e-class-pic-5599521147374464461-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2012_Mercedes_Benz_E_Class_WDDHF5KB0CA564586_10211.jpg,2012 Mercedes-Benz E-Class,2012,Mercedes-Benz,E-Class,WDDHF5KB0CA564586,8995,123126 mi,Used,,N/A,10211,302 hp 3.5L V6,Automatic,Sedan,Gasoline,,,,Black,,2024-11-16 20:03:20,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400456271/NONE/DEFAULT,0,,N/A,Black,N/A,Fair Deal,23,New arrival
CG-241000,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=398311452/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/10/19/35/2016_land_rover_range_rover_sport-pic-138597685280111685-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Land_Rover_Range_Rover_Sport_V8_Supercharged_4WD_SALWR2EF5GA119510_10205.jpg,2016 Land Rover Range Rover Sport V8 Supercharged 4WD,2016,Land Rover,Range Rover Sport,SALWR2EF5GA119510,18995,104000 mi,Used,,V8 Supercharged 4WD,10205,510 hp 5L V8,Automatic,SUV / Crossover,Gasoline,,,,Black,,2024-11-16 20:03:35,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=398311452/NONE/DEFAULT,0,,16 MPG,Black,All-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=399396357/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/05/23/32/2016_bmw_3_series-pic-6818174517227413422-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_BMW_3_Series_320i_Sedan_RWD_WBA8A9C54GK618610_10212.jpg,2016 BMW 3 Series 320i Sedan RWD,2016,BMW,3 Series,WBA8A9C54GK618610,10995,90588 mi,Used,,320i Sedan RWD,10212,180 hp 2L I4,Automatic,Sedan,Gasoline,,,,Blue,,2024-11-16 20:03:51,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=399396357/NONE/DEFAULT,0,,29 MPG,Black,Rear-Wheel Drive,Good Deal,23,N/A
CG-241000,Auto Drive,8325585897,Steel Wheels,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400694288/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/09/12/11/2015_jeep_wrangler-pic-1047995701083362790-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2015_Jeep_Wrangler_Unlimited_Sport_4WD_1C4BJWDG6FL509484_10215.jpg,2015 Jeep Wrangler Unlimited Sport 4WD,2015,Jeep,Wrangler,1C4BJWDG6FL509484,15995,94094 mi,Used,,Unlimited Sport 4WD,10215,285 hp 3.6L V6,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:04:06,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400694288/NONE/DEFAULT,0,,18 MPG,Black,Four-Wheel Drive,Great Deal,23,New arrival
CG-241000,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=392670772/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/18/23/25/2016_audi_q5-pic-6614399653149313130-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Audi_Q5_3.0T_quattro_Premium_Plus_AWD_WA1D7AFP6GA055185_10193.jpg,2016 Audi Q5 3.0T quattro Premium Plus AWD,2016,Audi,Q5,WA1D7AFP6GA055185,16995,72645 mi,Used,,3.0T quattro Premium Plus AWD,10193,272 hp 3L V6,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:04:22,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=392670772/NONE/DEFAULT,0,,22 MPG,Black,All-Wheel Drive,Fair Deal,23,N/A
CG-241000,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=377592675/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/03/02/12/02/2014_mercedes-benz_gl-class-pic-2376220434819622333-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2014_Mercedes_Benz_GL_Class_GL_450_4MATIC_4JGDF7CE4EA319687_10142.jpg,2014 Mercedes-Benz GL-Class GL 450 4MATIC,2014,Mercedes-Benz,GL-Class,4JGDF7CE4EA319687,13995,104303 mi,Used,,GL 450 4MATIC,10142,362 hp 4.7L V8,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:04:38,1,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=377592675/NONE/DEFAULT,0,,16 MPG,Brown (BEIGE),All-Wheel Drive,Fair Deal,23,N/A
